b,  time,  L1-dcache-load-misses
125,  0.598467293,  379589838
126,  0.599855886,  379361778
127,  0.608209903,  378956373
128,  0.592078516,  380114553
129,  0.601272793,  378541982
130,  0.604765974,  380016527
131,  0.629039815,  386153371
132,  0.618813652,  381219134
133,  0.611515010,  382152966
134,  0.595839113,  378888918
135,  0.605775727,  379891978
136,  0.594585244,  379564313
137,  0.625891451,  384709149
138,  0.613322810,  382581538
139,  0.606671874,  379738292
140,  0.617928610,  378311269
141,  0.608435914,  378454672
142,  0.598664202,  379228961
143,  0.605881522,  378921728
144,  0.612502297,  379173443
145,  0.621351758,  381086479
146,  0.592603636,  380415278
147,  0.603174847,  379409806
148,  0.592304942,  378002603
149,  0.590769887,  378456162
150,  0.602529575,  378774998
151,  0.596385253,  379481636
152,  0.596747858,  378212522
153,  0.598074466,  378585512
154,  0.599095937,  379484050
155,  0.600178505,  380067519
156,  0.598644232,  379367402
157,  0.609158470,  378932548
158,  0.593206234,  378416353
159,  0.608614916,  379077296
160,  0.618535532,  380348956
161,  0.624376514,  380852402
162,  0.607129812,  380983876
163,  0.618643837,  381158456
164,  0.626592455,  380787478
165,  0.650106883,  380482317
166,  0.626634768,  379786822
167,  0.641274180,  381341007
168,  0.639433570,  381176360
169,  0.643755161,  382273355
170,  0.642953181,  380165883
171,  0.658378601,  382012433
172,  0.653366677,  381859940
173,  0.657852396,  379953940
174,  0.663614871,  379640559
175,  0.676767914,  380234726
176,  0.727971859,  387807887
177,  0.709227075,  385871017
178,  0.703095529,  382867556
179,  0.703599310,  382080854
180,  0.696311687,  380813003
181,  0.724729671,  383688329
182,  0.744211360,  387130395
183,  0.710674679,  382251777
184,  0.718590205,  383591872
185,  0.739531888,  383406446
186,  0.725802224,  381165179
187,  0.732667528,  383577518
188,  0.737146884,  383131737
189,  0.753587654,  383633886
190,  0.747679705,  383040027
191,  0.734537664,  382794321
192,  0.778525085,  386322428
193,  0.747603726,  381707043
194,  0.744532546,  383085943
195,  0.746133922,  381341720
196,  0.790422908,  387094173
197,  0.749337466,  380436591
198,  0.776998589,  381025101
199,  0.759411505,  382508717
200,  0.763104929,  382331093
201,  0.770664766,  382356728
202,  0.779199238,  382778603
203,  0.780269871,  382495020
204,  0.793153271,  381399147
205,  0.836692822,  391792310
206,  0.817654005,  390502675
207,  0.777452025,  381984312
208,  0.776444476,  380594930
209,  0.791474976,  383407013
210,  0.798031011,  381083428
211,  0.816704471,  382743456
212,  0.799038896,  382787428
213,  0.808917155,  382239040
214,  0.856628931,  381348746
215,  0.824380646,  381517145
216,  0.839286750,  380866097
217,  0.799771872,  378593848
218,  0.798982418,  380650499
219,  0.809405728,  380632190
220,  0.805203983,  379912341
221,  0.799791416,  378182425
222,  0.801939113,  377604361
223,  0.790784693,  378697695
224,  0.819951177,  375813950
225,  0.856036734,  384782401
226,  0.802443121,  376991966
227,  0.829779021,  380381235
228,  0.799659160,  378405180
229,  0.807859110,  377502649
230,  0.820459866,  378307734
231,  0.827753159,  379310997
232,  0.806637435,  377225970
233,  0.799932747,  377791192
234,  0.827504275,  375351276
235,  0.811920924,  378425074
236,  0.827042662,  376649291
237,  0.823871225,  375526508
238,  0.860258639,  379268183
239,  0.856977406,  377975945
240,  0.831375902,  375730291
241,  0.800972546,  378671725
242,  0.807960745,  378306799
243,  0.817270519,  376545483
244,  0.794728706,  377875938
245,  0.798742173,  379095931
246,  0.812071645,  377024232
247,  0.800641951,  378315735
248,  0.805114824,  377920794
249,  0.806315442,  378318854
250,  0.817460508,  376825610
251,  0.808991169,  378750993
252,  0.796697539,  378093865
253,  0.796083284,  375482923
254,  0.819086152,  382369121
255,  0.798157668,  375754039
256,  0.825286236,  381564261
257,  0.816465270,  378502799
258,  0.837662559,  385043223
259,  0.814655126,  379112249
260,  0.813544195,  377846641
261,  0.863452322,  376702791
262,  0.839495933,  378138579
263,  0.818290958,  376382866
264,  0.824202119,  377383540
265,  0.838036766,  377944044
266,  0.839049085,  379682709
267,  0.824758152,  379156358
268,  0.818464351,  376217453
269,  0.825389296,  376384239
270,  0.818773044,  376332970
271,  0.844893050,  372778267
272,  0.819116150,  374765865
273,  0.832322831,  372720056
274,  0.831319736,  372582834
275,  0.827824322,  373845731
276,  0.830086703,  373071512
277,  0.832667116,  374613783
278,  0.831275828,  374980724
279,  0.833926399,  374726147
280,  0.823404791,  373834948
281,  0.852663445,  380714823
282,  0.849375187,  371066177
283,  0.842851324,  372593583
284,  0.853111595,  372211717
285,  0.839641274,  371607931
286,  0.839615949,  373057698
287,  0.834572360,  372479225
288,  0.838696189,  368549758
289,  0.846697033,  369761319
290,  0.856849690,  380377671
291,  0.852223315,  370634003
292,  0.840336310,  369433636
293,  0.836560292,  372654593
294,  0.837713587,  373632124
295,  0.879028862,  380300833
296,  0.858827242,  373896713
297,  0.842354523,  376496207
298,  0.848132507,  375760452
299,  0.844916521,  372604809
300,  0.843589062,  372125963
