b,  time,  L1-dcache-load-misses
142,  0.603834603,  379852368
143,  0.602812678,  379345277
144,  0.638841901,  382931976
145,  0.606195498,  379355397
146,  0.598686763,  378851882
147,  0.596661828,  379288522
148,  0.604343394,  379270567
149,  0.611588420,  380174214
150,  0.606924989,  380088456
151,  0.629980504,  384611632
152,  0.625641952,  379680346
153,  0.613091643,  381000513
154,  0.596424448,  379076145
155,  0.600858415,  379024020
156,  0.606604017,  380031112
157,  0.603239258,  379962078
158,  0.596051261,  378454267
159,  0.627264650,  380196911
160,  0.630997187,  379916227
161,  0.600273502,  378796709
162,  0.606895170,  379532764
163,  0.614281344,  379542696
164,  0.636280717,  381586302
165,  0.649579332,  380533013
166,  0.620894245,  380731434
167,  0.638564164,  380878558
168,  0.639047877,  380867906
169,  0.640267018,  381512065
170,  0.671765473,  382357427
171,  0.657033336,  380135322
172,  0.672580597,  382217700
173,  0.674701823,  382264897
174,  0.655824739,  379530872
175,  0.704688387,  385811451
176,  0.693564893,  384074223
177,  0.686155650,  382255180
178,  0.700677697,  381933933
179,  0.704357428,  382249102
180,  0.706538682,  383464077
181,  0.727842771,  382734939
182,  0.744040001,  384230199
183,  0.725125150,  384088709
184,  0.717339833,  383567013
185,  0.744945356,  383836748
186,  0.732523172,  381982835
187,  0.767026337,  389916232
188,  0.723940364,  381841071
189,  0.727988865,  380744717
190,  0.750727969,  383408652
191,  0.751658454,  384106120
192,  0.747040334,  382278940
193,  0.775704242,  388029373
194,  0.748141796,  381911636
195,  0.756709119,  381331969
196,  0.917807561,  402409376
197,  0.749334493,  382632961
198,  0.761075761,  382278436
199,  0.788232041,  380413983
200,  0.762930583,  380859654
201,  0.775386133,  382994977
202,  0.792988600,  381992900
203,  0.792469286,  382056204
204,  0.812060400,  388378951
205,  0.817702592,  383296107
206,  0.791875962,  380538500
207,  0.823189154,  381230984
208,  0.823140064,  383567259
209,  0.793294160,  381880178
210,  0.796715595,  380098575
211,  0.846591720,  389380168
212,  0.824626235,  380637128
213,  0.811681219,  381995814
214,  0.827764714,  383912887
215,  0.785911120,  378951786
216,  0.811061346,  377715875
217,  0.816373323,  382342193
218,  0.844155529,  388915778
219,  0.795271778,  377487370
220,  0.798369753,  377812688
221,  0.798279852,  378260212
222,  0.800154935,  378293391
223,  0.811212041,  379690551
224,  0.801554872,  375268562
225,  0.819731460,  379715545
226,  0.805414736,  376916082
227,  0.866953286,  384456075
228,  0.804372610,  377881762
229,  0.800232038,  375714000
230,  0.842307740,  380064670
231,  0.815894866,  376854801
232,  0.806510941,  373736533
233,  0.808661760,  375983104
234,  0.803229412,  375522179
235,  0.821534964,  377441304
236,  0.804105682,  375244641
237,  0.830157377,  378065448
238,  0.822959264,  378540215
239,  0.811547145,  378251815
240,  0.806825204,  377083744
241,  0.846289195,  385486681
242,  0.822541159,  379124326
243,  0.802032564,  375425802
244,  0.818707390,  375471432
245,  0.813428337,  376435493
246,  0.798546059,  378398576
247,  0.809745811,  376856727
248,  0.793582670,  376256281
249,  0.819224122,  383783822
250,  0.810308312,  378234804
251,  0.818067257,  384995059
252,  0.804777816,  378315742
253,  0.807278107,  378355825
254,  0.811882192,  377714650
255,  0.839168028,  377071044
256,  0.820084838,  375767092
257,  0.855270741,  379671685
258,  0.813076264,  379216188
259,  0.828919467,  377597316
260,  0.855765760,  382547580
261,  0.900205397,  381584289
262,  0.832440303,  378163101
263,  0.856802426,  377667304
264,  0.816701948,  375001820
265,  0.869068777,  377643227
266,  0.854674817,  378716718
267,  0.845446019,  375407936
268,  0.854223254,  376745427
269,  0.850799791,  375383624
270,  0.856092872,  377034922
271,  0.847994038,  375864810
272,  0.873448907,  372477965
273,  0.858364765,  376232953
274,  1.130049623,  373546405
275,  0.849721080,  374447408
276,  0.874163616,  377817419
277,  0.885073209,  378965901
278,  0.898326527,  376591560
279,  0.889984531,  373603282
280,  0.850212233,  372216020
281,  0.860310033,  372468172
282,  0.909067226,  383204074
283,  1.124896171,  421785530
284,  4.099418787,  425521346
285,  0.868774104,  373575069
286,  0.983559874,  384681841
287,  0.908088287,  374711638
288,  1.209069802,  424715674
289,  0.955163618,  388173521
290,  0.941990152,  372491838
291,  0.911648346,  374094140
292,  0.862978553,  371713953
293,  0.847808061,  372220793
294,  0.861539033,  373257777
295,  0.882081755,  372038120
296,  0.860984274,  371612264
297,  0.858384372,  371099864
298,  0.858499480,  373411408
299,  0.919405259,  371861824
300,  0.904510983,  374917926
